price,title,province,location,lat,lng,characteristics,agency,updated,numeric_data
485.000 €,Casa en venta en Calle de San Vicente, 15,Calle de San Vicente, 15. Maoño (Santa Cruz de Bezana),43.4177845051475,-3.91601683490939,['Superficie construida : 350 m²', 'Superficie útil : 300 m²', 'Superficie solar : 6.000 m²', 'Habitaciones : 5', 'Baños : 3', 'Antigüedad : Entre 30 y 50 años', 'Conservación : En buen estado', 'Gastos de comunidad : No hay', 'Referencia : 4271-12246', 'Armarios empotrados : Más de 2', 'Carpintería exterior : Madera', 'Tipo suelo : Parquet', 'Calefacción : Gasoil', 'Chimenea : En el salon', 'Cocina', 'Comedor', 'Lavadero', 'Garaje : 1', 'Adaptado a personas con movilidad reducida', 'Terraza', 'Jardín : Propio', 'Orientación : A la montaña', 'Urbanizado', 'Calle alumbrada', 'Calle asfaltada', 'Se aceptan mascotas', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de MiKeli,1673910600.0,{'timestamp': '1698654868209761', 'soft_url': 'casa_maono_36744794656_427100_'}
95.000 €,Piso en venta en Barrio de la Luz,Barrio de la Luz. Valdecilla-Calle Alta (Santander),43.4578538,-3.8230276,['Superficie construida : 73 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 4ª', 'Gastos de comunidad : Entre 40 y 60€', 'Referencia : SA517-85414/972', 'Calefacción : Gas natural', 'Orientación : Sur', 'Clasificación:  Disponible', 'Emisiones:  53 Kg CO2/m2 año  A B C D E F G'],Inmuebles de INMOBILIARIA SAN FERNANDO - SANTANDER,1672787400.0,{'timestamp': '1698654874215723', 'soft_url': 'piso_valdecilla_calle_alta39008_37536498463_100500_'}
199.000 €,Piso en venta en Calle de San Juan,Calle de San Juan. Santa Cruz de Bezana,43.440679016,-3.897175022,['Superficie construida : 107 m²', 'Superficie útil : 89 m²', 'Habitaciones : 3', 'Baños : 2', 'Planta : 1ª', 'Exterior', 'Antigüedad : Entre 20 y 30 años', 'Conservación : A estrenar', 'Gastos de comunidad : Entre 40 y 60€', 'Referencia : 4998318-1137', 'Tipo suelo : Parquet', 'Carpintería exterior : Aluminio', 'Gas', 'Calefacción : Gas natural', 'Garaje : 1', 'Trastero', 'Terraza : 2', 'Piscina : Comunitaria', 'Orientación : Sur', 'Soleado', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de INMOSANTANDER,1673651340.0,{'timestamp': '1698654880599531', 'soft_url': 'piso_santa_cruz_de_bezana_centro_urbano_37509710598_998318_'}
180.000 €,Dúplex en venta en Camino Orconera,Camino Orconera. El Astillero,43.395522997,-3.819600655,['Superficie construida : 114 m²', 'Habitaciones : 3', 'Baños : 2', 'Planta : 2ª', 'Conservación : En buen estado', 'Referencia : INB622-775-1713', 'Armarios empotrados : 4 armarios empotrados', 'Calefacción : Calefacción individual', 'Cocina : Cocina amueblada', 'Garaje : Con 1 garaje/s', 'Terraza : 6 m2 de terraza principal', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de EC INMOBILIARIA,1674774600.0,{'timestamp': '1698654885916644', 'soft_url': 'duplex_el_astillero_centro_urbano_38394949499_103800_'}
230.000 €,Casa pareada en venta en Barrio de Romanzanedo,Barrio de Romanzanedo. Revilla (Camargo),43.391493118,-3.86391268,['Superficie construida : 150 m²', 'Superficie útil : 133 m²', 'Superficie solar : 155 m²', 'Habitaciones : 3', 'Baños : 3', 'Tipo de casa : Pareada', 'Conservación : En buen estado', 'Gastos de comunidad : Entre 20 y 40€', 'Referencia : SA3857-1102', 'Armarios empotrados : 1', 'Vidrios dobles', 'Tipo suelo : Gres', 'Calefacción : Gas natural', 'Chimenea', 'Cocina : Cocina amueblada', 'Trastero', 'Jardín : Propio', 'Orientación : Noreste', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de FRESNO INMOBILIARIA - LIENCRES,1674774600.0,{'timestamp': '1698654891283594', 'soft_url': 'casa_pareada_camargo_revilla39600_32512701838_100500_'}
189.000 €,Piso en venta en Avenida de la Concordia,Avenida de la Concordia. Muriedas (Camargo),43.418037698,-3.84368129,['Superficie construida : 67 m²', 'Superficie útil : 60 m²', 'Habitaciones : 2', 'Baños : 2', 'Planta : 5ª', 'Exterior', 'Antigüedad : Entre 10 y 20 años', 'Conservación : En buen estado', 'Gastos de comunidad : 45', 'Referencia : EP612-4856', 'Tipo suelo : Tarima', 'Carpintería exterior', 'Calefacción : Gas', 'Cocina : Independiente', 'Ascensor', 'Orientación : Norte::sur', 'Clasificación:  Pendiente de completar', 'Consumo:   A B C D E F G', 'Emisiones:   A B C D E F G', 'Pedir más información'],Inmuebles de INMOBILIARIA VALDECELLA,1672614600.0,{'timestamp': '1698654896618075', 'soft_url': 'piso_camargo_muriedas39600_38398018696_109300_'}
288.500 €,Casa adosada en venta en Calle Mies de Domañas,  2,Calle Mies de Domañas,  2. Maoño (Santa Cruz de Bezana),43.4186212,-3.9099278,['Superficie construida : 175 m²', 'Habitaciones : 4', 'Baños : 3', 'Tipo de casa : Adosada', 'Conservación : A estrenar', 'Referencia : 4992047-19283063', 'Armarios empotrados : Más de 2', 'Carpintería exterior : Aluminio', 'Vidrios dobles', 'Tipo suelo : Gres', 'Cocina', 'Garaje', 'Puerta blindada', 'Terraza', 'Jardín : Propio', 'Clasificación:  Disponible', 'Emisiones:  4,05 Kg CO2/m2 año  A B C D E F G'],Inmuebles de IBERDROLA Inmobiliaria,1674947400.0,{'timestamp': '169865490162478', 'soft_url': 'casa_adosada_maono_2861456799_109700_'}
198.000 €,Piso en venta en Calle de Alonso,Calle de Alonso. San Fernando-Numancia (Santander),43.4608571,-3.8242466,['Superficie construida : 99 m²', 'Superficie útil : 80 m²', 'Habitaciones : 3', 'Baños : 2', 'Planta : 8ª', 'Gastos de comunidad : Más de 100€', 'Referencia : SA3324-MIES435/8652', 'Armarios empotrados : 1', 'Tipo suelo : Parquet', 'Ascensor', 'Terraza', 'Orientación : Sureste', 'Clasificación:  No indicado', 'Pedir más información'],Inmuebles de SERVICIOS INMOBILIARIOS MIES DE RIAL,1674083400.0,{'timestamp': '1698654907186184', 'soft_url': 'piso_san_fernando_numancia39010_38338610899_100500_'}
210.000 €,Piso en venta en Calle Mortera,Calle Mortera. Mortera (Piélagos),43.445947594,-3.925657707,['Superficie construida : 98 m²', 'Superficie útil : 89 m²', 'Habitaciones : 3', 'Baños : 2', 'Planta : Bajo', 'Exterior', 'Antigüedad : Entre 10 y 20 años', 'Conservación : En buen estado', 'Referencia : 4993981-125', 'Tipo suelo : Parquet', 'Carpintería exterior : PVC', 'Calefacción : Gas natural', 'Cocina equipada : Equipada', 'Ascensor', 'Terraza', 'Jardín : Propio', 'Orientación : Sureste', 'Clasificación:  Disponible', 'Emisiones:  24 Kg CO2/m2 año  A B C D E F G'],Inmuebles de INMOBILIARIA LAS DUNAS,1674774540.0,{'timestamp': '1698654913208196', 'soft_url': 'piso_mortera_36750588419_993981_'}
215.000 €,Casa adosada en venta en Calle Salcedo,Calle Salcedo. Vioño (Piélagos),43.355268701,-3.955148643,['Superficie construida : 180 m²', 'Superficie útil : 170 m²', 'Superficie solar : 40 m²', 'Habitaciones : 3', 'Baños : 3', 'Tipo de casa : Adosada', 'Antigüedad : Entre 10 y 20 años', 'Conservación : En buen estado', 'Gastos de comunidad : Entre 40 y 60€', 'Referencia : 4993981-151', 'Carpintería exterior : PVC', 'Tipo suelo : Parquet', 'Gas', 'Calefacción : Gas natural', 'Garaje : 2', 'Puerta blindada', 'Terraza', 'Jardín : Propio', 'Piscina : Comunitaria', 'Orientación : Sur', 'Urbanizado', 'Calle alumbrada', 'Calle asfaltada', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de INMOBILIARIA LAS DUNAS,1674947280.0,{'timestamp': '1698654919023828', 'soft_url': 'casa_adosada_pielagos_viono_36750777948_993981_'}
69.000 €,Piso en venta en Calle Aurelio Diez, 15,Calle Aurelio Diez, 15. Renedo de Piélagos (Piélagos),43.3516387939453,-3.95392990112305,['Superficie construida : 73 m²', 'Superficie útil : 54 m²', 'Habitaciones : 2', 'Baños : 2', 'Referencia : AM9-2059##01900039', 'Garaje', 'Trastero', 'Piscina', 'Clasificación:  Pendiente de completar', 'Consumo:   A B C D E F G', 'Pedir más información'],Inmuebles de ALTAMIRA,1674687720.0,{'timestamp': '1698654924107066', 'soft_url': 'piso_renedo_de_pielagos_31695988968_103600_'}
133.000 €,Dúplex en venta en Calle de la Industria, 88,Calle de la Industria, 88. El Astillero,43.394957314,-3.816075756,['Superficie construida : 124 m²', 'Habitaciones : 3', 'Baños : 2', 'Antigüedad : Entre 30 y 50 años', 'Referencia : SH1-60755040', 'Garaje', 'Trastero', 'Clasificación:  Disponible', 'Emisiones:  40 Kg CO2/m2 año  A B C D E F G'],Inmuebles de Servihabitat Servicios Inmobiliarios,1673737560.0,{'timestamp': '1698654929957979', 'soft_url': 'duplex_el_astillero_centro_urbano_32566460959_102500_'}
1.189.000 €,Piso en venta en Avenida de la Reina Victoria,Avenida de la Reina Victoria. Sardinero (Santander),43.4634146,-3.7878325,['Superficie construida : 180 m²', 'Habitaciones : 5', 'Baños : 3', 'Planta : 7ª', 'Exterior', 'Conservación : En buen estado', 'Gastos de comunidad : Entre 80 y 100€', 'Referencia : SA206-0498', 'Armarios empotrados : 1', 'Tipo suelo : Parquet', 'Calefacción', 'Garaje : 1', 'Trastero', 'Ascensor', 'Terraza', 'Orientación : Sur', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de MOURO INMOBILIARIA,1673910360.0,{'timestamp': '1698654935523222', 'soft_url': 'piso_sardinero39005_34215394170_100500_'}
130.000 €,Piso en venta en Valdecilla-Calle Alta,Valdecilla-Calle Alta (Santander),43.4604688,-3.8180968,['Superficie construida : 140 m²', 'Habitaciones : 5', 'Baños : 1', 'Antigüedad : Más de 50 años', 'Referencia : -27300072/3055', 'Clasificación:  No indicado', 'Pedir más información'],Inmuebles de BEST HOUSE SAN FERNANDO,1673910600.0,{'timestamp': '1698654940747681', 'soft_url': 'piso_valdecilla_calle_alta39010_85087141975_103000_'}
A consultar,Piso en venta en Bajada de la Calzada, 7,Bajada de la Calzada, 7. Los Castros (Santander),43.466347,-3.8181095,['Superficie construida : 70 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 4ª', 'Antigüedad : Entre 20 y 30 años', 'Conservación : En buen estado', 'Referencia : 20090485', 'Clasificación:  Disponible', 'Emisiones:  235 Kg CO2/m2 año  A B C D E F G'],Felipe,1674515160.0,{'timestamp': '1698654946649258', 'soft_url': 'piso_los_castros39006_35046562192_109800_'}
134.000 €,Piso en venta en Castilla - Hermida,Castilla Hermida (Santander),43.4583094,-3.8093539,['Superficie construida : 100 m²', 'Superficie útil : 94 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : Bajo', 'Referencia : SA541-01112/1238', 'Armarios empotrados : 1', 'Agua', 'Calefacción : Gas natural', 'Clasificación:  No indicado', 'Pedir más información'],Inmuebles de INMOBANS,1674774600.0,{'timestamp': '1698654952106226', 'soft_url': 'piso_castilla_hermida39002_30011921952_100500_'}
73.000 €,Piso en venta en Avenida del Cardenal Herrera Oria, cerca de Plaza del Cardenal de La Lastra,Avenida del Cardenal Herrera Oria, cerca de Plaza del Cardenal de La Lastra. Cazoña-La Albericia-El Alisal (Santander),43.457494574,-3.846991124,['Superficie construida : 96 m²', 'Superficie útil : 77 m²', 'Habitaciones : 4', 'Baños : 2', 'Planta : 1ª', 'Exterior', 'Antigüedad : Entre 30 y 50 años', 'Referencia : 4511123-CHIRE-0261', 'Clasificación:  En trámite', 'Pedir más información'],Inmuebles de ATRIO SERVICIOS INMOBILIARIOS,1673651040.0,{'timestamp': '1698654957818328', 'soft_url': 'piso_cazona_la_albericia_el_alisal_14214705212_511123_'}
169.900 €,Piso en venta en San Fernando-Numancia,San Fernando-Numancia (Santander),43.4621719,-3.816038,['Superficie construida : 83 m²', 'Habitaciones : 3', 'Baños : 1', 'Planta : 1ª', 'Conservación : En buen estado', 'Referencia : TC886-559820', 'Amueblado', 'Calefacción', 'Ascensor', 'Terraza', 'Clasificación:  Disponible', 'Emisiones:  35 Kg CO2/m2 año  A B C D E F G'],Inmuebles de Estudio Nuevo Santander Slu,1673305800.0,{'timestamp': '169865496342388', 'soft_url': 'piso_san_fernando_numancia39007_38402908114_100200_'}
