price,title,location,lat,lng,Referencia,Clasificación,Baños,Conservación,Superficie construida,Habitaciones
220000.0,Chalet en venta en Monte Claro,Monte Claro (Pozuelo de Alarcón),40.43426916,-3.831117489, 4521517-0330,  En trámite, 2, A estrenar, 110 m², 3
1249000.0,Chalet en venta en Molino de La Hoz,Monte Rozas-La Chopera (Las Rozas de Madrid),40.5143639,-3.9080396, GM32-174264,  En trámite, 6,, 705 m², 4
845000.0,Chalet en venta en La Chopera,Monte Rozas-La Chopera (Las Rozas de Madrid),40.531207,-3.888175, GM32-175251,  En trámite, 3,, 309 m², 3
2400000.0,Chalet en venta en Monte Rozas,Monte Rozas-La Chopera (Las Rozas de Madrid),40.5183551,-3.9121598, SA4230-3610-00342/8893,  Disponible, 8,, 1.217 m², 7
1290000.0,Chalet en venta en Las Rozas,Monte Rozas-La Chopera (Las Rozas de Madrid),40.521342923,-3.905317675, GM32-186441,  En trámite, 4,, 398 m², 5
1250000.0,Chalet en venta en Monterrozas-El Cantizal,Monte Rozas-La Chopera (Las Rozas de Madrid),40.50827,-3.916082, GM32-186001,  En trámite, 4,, 400 m², 6
1290000.0,Chalet en venta en Molino de La Hoz,Monte Rozas-La Chopera (Las Rozas de Madrid),40.531207,-3.888175, GM32-176722,  En trámite, 4,, 328 m², 5
1390000.0,Chalet en venta en Calle de Platón,Calle de Platón. Monte Rozas-La Chopera (Las Rozas de Madrid),40.5127422,-3.912087, EP107-2879,  En trámite, 6, En buen estado, 564 m², 6
790000.0,Chalet en venta en Las Rozas,Monte Rozas-La Chopera (Las Rozas de Madrid),40.516919253,-3.897263443, GM32-190291,  En trámite,,, 140 m², 3
879000.0,Chalet en venta en Monte Rozas-La Chopera,Monte Rozas-La Chopera (Las Rozas de Madrid),40.522016,-3.9031656, 4516742-3303-03088,  En trámite, 2, En buen estado, 219 m², 5
259000.0,Chalet en venta en Moraleja de Enmedio,Moraleja de Enmedio,40.265697472,-3.880366771, XA282-4863,  Pendiente de completar, 2, A reformar, 223 m², 5
395000.0,Chalet en venta en Urb. Las Colinas,Moraleja de Enmedio,40.267731797,-3.879858109, 3053-010193,  En trámite, 3, En buen estado, 348 m², 4
410000.0,Chalet en venta en Centrico,Moraleja de Enmedio,40.2602603,-3.8589256, 3053-010101,  En trámite, 4, En buen estado, 300 m², 5
370000.0,Chalet en venta en Urb. Las Colinas,Moraleja de Enmedio,40.268812158,-3.880590424, 3053-010017,  En trámite, 3, En buen estado, 180 m², 5
399000.0,Chalet en venta en Moralzarzal,Moralzarzal,40.703754108,-3.956264288, GM13-184969,  En trámite, 2,, 215 m², 3
350000.0,Chalet en venta en Moralzarzal,Moralzarzal,40.677788,-3.9745357, SA4276-3261,  En trámite, 2, A reformar, 172 m², 4
165000.0,Chalet en venta en Avenida Nuestra Señora del Pilar,Avenida Nuestra Señora del Pilar. Centro (Móstoles),40.3273,-3.768, ASR1-SRB0000023207,  En trámite, 2,, 184 m², 3
164000.0,"Chalet en venta en Calle del Pilar, 6, cerca de Calle Pizarro","Calle del Pilar, 6, cerca de Calle Pizarro. Centro (Móstoles)",40.3224,-3.86835, IF6736-PILAR-1360,  En trámite, 3, En buen estado, 184 m², 4
525000.0,Chalet en venta en Oeste,Oeste (Móstoles),40.3408889,-3.9030198, SA3813-1460817,  Disponible, 3,, 180 m², 3
577500.0,Chalet en venta en Oeste,Oeste (Móstoles),40.318816649,-3.875916014, SA4151-102389972,  Disponible, 4, En buen estado, 303 m², 4
625000.0,Chalet en venta en Pinares Llanos,Oeste (Móstoles),40.3398793,-3.9030207, INB178-4767,  En trámite, 5, En buen estado, 400 m², 4
585000.0,Chalet en venta en Mostoles,Oeste (Móstoles),40.3147137,-3.8818377, GM7-190374,  En trámite, 3,, 269 m², 5
570000.0,Chalet en venta en Naranjo-La Serna,Naranjo-La Serna (Fuenlabrada),40.297531,-3.797091, IF76486-0141,  No indicado, 3,, 260 m², 4
750000.0,Chalet en venta en Navacerrada,Navacerrada,40.715823,-4.0151895, IF5563-CHALET LUJO REAJO ROBLE,  Disponible, 3, En buen estado, 431 m², 4
590000.0,Chalet en venta en Navacerrada,Navacerrada,40.730674605,-4.005587582, AG416-AV1146,  Disponible, 10,, 351 m², 5
975000.0,Chalet en venta en Navacerrada,Navacerrada,40.715823,-4.0151895, GM13-164193,  En trámite, 5,, 987 m², 7
960000.0,Chalet en venta en Navacerrada,Navacerrada,40.7216443,-4.0187361, GM13-184264,  En trámite, 4,, 246 m², 5
740000.0,Chalet en venta en Navacerrada,Navacerrada,40.715823,-4.0151895, GM13-186432,  En trámite, 2,, 255 m², 4
373000.0,Chalet en venta en Navacerrada,Navacerrada,40.7320465,-4.0037107, GM13-186431,  En trámite, 1,, 45 m², 1
870000.0,Chalet en venta en Navacerrada,Navacerrada,40.715823,-4.0151895, GM13-185595,  En trámite, 3,, 278 m², 6
690000.0,Chalet en venta en Navacerrada,Navacerrada,40.7310264,-4.0057045, SA3689-EXP05173/8930,  Disponible, 4,, 300 m², 5
960000.0,Chalet en venta en Navacerrada,Navacerrada,40.7307258,-4.0193419, SA603-938/1925,  No indicado, 4,, 305 m², 5
375000.0,Chalet en venta en Navacerrada,Navacerrada,40.727975356,-4.018027156, AG416-AV1173,  En trámite, 3,, 140 m², 4
690000.0,Chalet en venta en Calle de las Cruces,Calle de las Cruces. Navacerrada,40.7292662,-4.0128929, SA2556-102292118,  En trámite, 3, A reformar, 260 m², 4
48000.0,"Chalet en venta en Calle Real, cerca de Calle del Corcho","Calle Real, cerca de Calle del Corcho. Navalafuente",40.8227531,-3.6752668, XA418-VMF10 - REAL (3),  Exento, 2,, 157 m², 3
229000.0,Chalet en venta en Navalagamella,Navalagamella,40.469704824,-4.122996528, IF76877-534,  En trámite, 2, En buen estado, 132 m², 3
229990.0,"Chalet en venta en Calle de Jacinto González, cerca de Calle de Juan Rivera","Calle de Jacinto González, cerca de Calle de Juan Rivera. Navalcarnero",40.2871082,-4.016653, SA155-NAV4258,  En trámite, 4, En buen estado, 196 m², 4
295000.0,Chalet en venta en Navalcarnero-Centro,Navalcarnero,40.2845117,-4.0078343, SA84-2346JL,  Disponible, 4, En buen estado, 200 m², 5
310890.0,"Chalet en venta en Calle de Mariano González, cerca de Calle Acueducto","Calle de Mariano González, cerca de Calle Acueducto. Navalcarnero",40.2855884,-4.0124609, SA155-NAV4384,  Disponible, 1, En buen estado, 97 m², 3
299900.0,Chalet en venta en Calle del Canto Pelín,Calle del Canto Pelín. Navalcarnero,40.2933042,-4.0150214, SA155-NAV4491,  En trámite, 2, En buen estado, 188 m², 4
339000.0,"Chalet en venta en Calle de la Estrella, cerca de Calle del Sol","Calle de la Estrella, cerca de Calle del Sol. Navalcarnero",40.2827592,-4.0115173, SA155-NAV4515,  En trámite, 3, En buen estado, 235 m², 4
690000.0,Chalet en venta en El Escorial,Navalquejigo-Los Arroyos (El Escorial),40.6117009,-4.0493103, GM13-169457,  En trámite, 3,, 435 m², 4
499000.0,Chalet en venta en Navalquejigo - los Arroyos,Navalquejigo-Los Arroyos (El Escorial),40.6078326,-4.0511755, SA2135-04981/7619,  Disponible, 4,, 324 m², 5
129000.0,Chalet en venta en Calle Arroyo Charcones,Calle Arroyo Charcones. Navas del Rey,40.360361191,-4.269758122, SA323-FHOG-1864,  Disponible, 1, A reformar, 88 m², 4
170000.0,Chalet en venta en Navas del Rey,Navas del Rey,40.3607134,-4.2796404, SA3501-PINOS/8792,  Disponible, 2,, 191 m², 2
180000.0,Chalet en venta en Calle del Roble,Calle del Roble. Navas del Rey,40.363472531,-4.277957217, SA3830-LODON-00550/9281,  Disponible, 4,, 208 m², 7
1750000.0,Chalet en venta en Calle de Francisco Vitoria,"Calle de Francisco Vitoria. Niño Jesús, Retiro (Madrid Capital)",40.4083,-3.67395, EP319-VYP.491M,  En trámite, 4, A reformar, 424 m², 6
480000.0,"Chalet en venta en Calle Dalia, cerca de Calle Narciso","Calle Dalia, cerca de Calle Narciso. Norte-Universidad (Móstoles)",40.339203,-3.8615453, INB591-852-85,  En trámite, 4, Reformado, 192 m², 4
2800000.0,Chalet en venta en Hispanoamérica,"Nueva España, Chamartín (Madrid Capital)",40.464089441,-3.677269615, GM5-167868,  En trámite, 5,, 565 m², 6
5000000.0,Chalet en venta en Nueva España,"Nueva España, Chamartín (Madrid Capital)",40.4626,-3.67709, SA3093-VPV-1528,  Disponible, 7, En buen estado, 852 m², 7
2500000.0,Chalet en venta en Alfonso Xiii,"Nueva España, Chamartín (Madrid Capital)",40.4571169,-3.6686151, GM5-129933,  En trámite, 5,, 235 m², 7
387000.0,"Chalet en venta en Avenida de las Artes, cerca de Calle de Doñana","Avenida de las Artes, cerca de Calle de Doñana. Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez)",40.0317634,-3.5829612, INB55-8203-CG-09640-0004,  En trámite, 3, A reformar, 336 m², 4
379000.0,"Chalet en venta en Avenida de las Artes, cerca de Calle de Doñana","Avenida de las Artes, cerca de Calle de Doñana. Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez)",40.0317634,-3.5829612, INB55-8201-CG-09640-0002,  En trámite, 3, A reformar, 338 m², 4
389000.0,"Chalet en venta en Avenida de las Artes, cerca de Calle de Doñana","Avenida de las Artes, cerca de Calle de Doñana. Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez)",40.031404,-3.5828197, INB55-8204-CG-09640-0005,  En trámite, 3, A reformar, 338 m², 4
385000.0,"Chalet en venta en Avenida de las Artes, cerca de Calle de Doñana","Avenida de las Artes, cerca de Calle de Doñana. Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez)",40.0317378,-3.583898, INB55-8202-CG-09640-0003,  En trámite, 3, A reformar, 336 m², 4
169000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3567691,-3.2474223, SA350-00780/2196,  No indicado, 2,, 107 m², 3
283000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3506926,-3.2761631, SA350-00784/2196,  No indicado, 2,, 181 m², 3
324900.0,Chalet en venta en Nuevo Baztán,Nuevo Baztán,40.3575024,-3.2713278, IFC76049-DSI-V1301,  Pendiente de completar, 3, En buen estado, 308 m², 5
375000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3578419,-3.2629505, SA350-00897/2196,  No indicado, 2,, 235 m², 3
245000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.359326,-3.244986, SA350-00577/2196,  No indicado, 2,, 135 m², 4
355000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3544135,-3.2626005, SA350-00920/2196,  No indicado, 6,, 244 m², 4
315000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.359596,-3.252245, SA350-00924/2196,  Disponible, 3,, 190 m², 5
239000.0,Chalet en venta en Monteacevedo,Nuevo Baztán,40.386832,-3.2608823, SA350-00921/2196,  No indicado, 1,, 160 m², 4
269000.0,"Chalet en venta en Avenida de Kiel, cerca de Avenida de Jerez","Avenida de Kiel, cerca de Avenida de Jerez. Nuevo Baztán",40.3565259,-3.2474276, 174190092196-00947/2196,  No indicado, 2,, 221 m², 4
297000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3476369,-3.2757771, SA350-00969/2196,  No indicado, 2,, 160 m², 4
425000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.348802117,-3.265874102, SA350-00965/2196,  No indicado, 3,, 239 m², 4
292000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.361743,-3.2571754, SA350-00963/2196,  No indicado, 2,, 140 m², 3
380000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3628344,-3.2594247, SA350-00975/2196,  Disponible, 5,, 420 m², 6
330000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3484945,-3.2676141, 81125522196-00640/2196,  No indicado, 3,, 261 m², 4
260000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3513691,-3.2644208, SA350-00192/2196,  No indicado, 2,, 144 m², 5
300000.0,Chalet en venta en Las Villas,Nuevo Baztán,40.3686164,-3.2662103, SA350-00979/2196,  No indicado, 2,, 250 m², 6
346000.0,Chalet en venta en Avenida de Wimbledon,Avenida de Wimbledon. Nuevo Baztán,40.3474547,-3.2765677, SA350-00977/2196,  Disponible, 3,, 199 m², 3
330000.0,Chalet en venta en Eurovillas  Nuevo Baztan,Nuevo Baztán,40.3499771,-3.275447, 187782292196-00992/2196,  No indicado, 3,, 205 m², 5
290000.0,Chalet en venta en Eurovillas  Nuevo Baztan,Nuevo Baztán,40.3589569,-3.2682239, SA350-00994/2196,  No indicado, 2,, 161 m², 4
234000.0,Chalet en venta en Área de Nuevo Baztán,Nuevo Baztán,40.3560586,-3.2473961, SA668-15109/2328,  Disponible, 2,, 169 m², 2
369000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3486543,-3.2710649, SA350-00989/2196,  No indicado, 3,, 322 m², 6
258000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3587014,-3.2664751, SA397-CG-31345-0001/1813,  No indicado, 2,, 150 m², 4
285000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.3507609,-3.2669941, SA350-01002/2196,  No indicado, 2,, 177 m², 3
305000.0,Chalet en venta en Las Villas,Nuevo Baztán,40.3714866,-3.2690487, 192968972196-01011/2196,  No indicado, 2,, 215 m², 3
258000.0,Chalet en venta en Avenida de La Haya,Avenida de La Haya. Nuevo Baztán,40.3594732,-3.2456458, INB55-7914-CG-31345-0001,  En trámite, 2, A reformar, 150 m², 4
290000.0,Chalet en venta en Avenida Estrasburgo I,Avenida Estrasburgo I. Nuevo Baztán,40.3602345,-3.2573949, SA37-0807231,  En trámite, 3, En buen estado, 250 m², 4
310000.0,Chalet en venta en Nuevo Baztán,Nuevo Baztán,40.3724293,-3.2704505, SA350-01017/2196,  No indicado, 2,, 101 m², 4
146500.0,Chalet en venta en Avenida de Frankfurt,Avenida de Frankfurt. Nuevo Baztán,40.358958,-3.2635227, INB55-8056-CG-91834-0001,  En trámite, 2, En buen estado, 132 m², 4
225000.0,"Chalet en venta en Calle de Villacarriedo, 18","Calle de Villacarriedo, 18. Nuevo Baztán",40.3642,-3.26369, IF6736-VILLACARRIEDO-1316,  En trámite, 3, En buen estado, 266 m², 4
330000.0,Chalet en venta en Nuevo Baztán,Nuevo Baztán,40.349491676,-3.266122908, SA4588-102322452,  En trámite, 3, En buen estado, 351 m², 4
205000.0,"Chalet en venta en Avenida de Oporto, cerca de Avenida de Nápoles","Avenida de Oporto, cerca de Avenida de Nápoles. Nuevo Baztán",40.3512485,-3.2614717, XA802-71M7TKUH,  En trámite, 2,, 160 m², 3
475000.0,Chalet en venta en Nuevo Batzan,Nuevo Baztán,40.3527381,-3.261766, 194765592196-01016/2196,  No indicado, 3,, 300 m², 5
256000.0,Chalet en venta en Las Villas,Nuevo Baztán,40.3645359,-3.2675843, 193570562196-01012/2196,  No indicado, 2,, 236 m², 3
360000.0,Chalet en venta en Eurovillas,Nuevo Baztán,40.353882,-3.2564803, SA350-01015/2196,  No indicado, 2,, 268 m², 4
259000.0,Chalet en venta en Calle de Villapresente,Calle de Villapresente. Nuevo Baztán,40.3699483,-3.2649736, SA215-112910,  En trámite, 2, En buen estado, 136 m², 3
225000.0,Chalet en venta en Las Villas,Nuevo Baztán,40.3633164,-3.2613061, SA1924-60586403/7208,  No indicado, 3,, 117 m², 4
279000.0,Chalet en venta en Calle Av Utretch,Calle Av Utretch. Nuevo Baztán,40.376039,-3.2487899, INB55-5931-CG-95993-0001,  En trámite, 2, A reformar, 170 m², 3
330000.0,Chalet en venta en 028514,Nuevo Baztán,40.3586046,-3.2511832, SA350-01020/2196,  No indicado, 3,, 199 m², 4
149100.0,"Chalet en venta en Calle Mayor, 61, cerca de Calle del Suso","Calle Mayor, 61, cerca de Calle del Suso. Olmeda de las Fuentes",40.368,-3.21977, IF6736-MAYOR-1438,  En trámite, 3, En buen estado, 150 m², 3
460000.0,Chalet en venta en Paracuellos de Jarama,Paracuellos de Jarama,40.517301603,-3.537144081, SA2459-GPA-18972,  Disponible, 4, En buen estado, 196 m², 5
898000.0,Chalet en venta en Paracuellos de Jarama,Paracuellos de Jarama,40.496116293,-3.521747398, 4515299-1735,  En trámite, 4, En buen estado, 400 m², 4
503800.0,"Chalet en venta en Calle de Valti, 50","Calle de Valti, 50. Paracuellos de Jarama",40.5298,-3.54079, IF6736-CAMINO VALTI-1116,  En trámite, 3, En buen estado, 297 m², 4
503800.0,Chalet en venta en Calle de Valti,Calle de Valti. Paracuellos de Jarama,40.5286569334897,-3.54198555820041, AS1-45172890,  Pendiente de completar, 3,, 188 m², 3
789900.0,"Chalet en venta en Calle del Mar Cantábrico,  s/n, cerca de Calle del Mar Mediterráneo","Calle del Mar Cantábrico,  s/n, cerca de Calle del Mar Mediterráneo. Paracuellos de Jarama",40.5008242,-3.5192395, 4991481-20121137,  Pendiente de completar, 3, A estrenar, 218 m², 5
779900.0,"Chalet en venta en Calle del Mar Cantábrico,  s/n, cerca de Calle del Mar Mediterráneo","Calle del Mar Cantábrico,  s/n, cerca de Calle del Mar Mediterráneo. Paracuellos de Jarama",40.5008242,-3.5192395, 4991481-0,  Pendiente de completar, 3, A estrenar, 124 m², 5
859900.0,"Chalet en venta en Calle del Mar Cantábrico,  s/n, cerca de Calle del Mar Mediterráneo","Calle del Mar Cantábrico,  s/n, cerca de Calle del Mar Mediterráneo. Paracuellos de Jarama",40.5008242,-3.5192395, 4991481-0,  Pendiente de completar, 3, A estrenar, 212 m², 5
3300000.0,Chalet pareado en venta en La Moraleja,La Moraleja,40.5216289,-3.6307759, GM6-171922,  En trámite, 5,, 661 m², 6
420000.0,Chalet pareado en venta en Calle de Baleares,Calle de Baleares. Algete,40.6033153,-3.5012379, 1976-8820,  Disponible, 3, En buen estado, 408 m², 3
580000.0,Chalet pareado en venta en Algete,Algete,40.5939299,-3.5258862, GM27-189403,  En trámite, 3,, 180 m², 3
429000.0,Chalet pareado en venta en Alpedrete,Alpedrete,40.649536,-4.0366948, 2126-005247,  En trámite, 3, En buen estado, 200 m², 5
440000.0,Chalet pareado en venta en Alpedrete,Alpedrete,40.6481625,-4.0253473, 2126-005282,  En trámite, 3, En buen estado, 180 m², 3
,"Chalet pareado en venta en Calle de Málaga, 27, cerca de Calle de Jaén","Calle de Málaga, 27, cerca de Calle de Jaén. Buenos Aires-Cañada Real de Toledo-Puerta de Pinto (Pinto)",40.244263,-3.6917794, 20125599,  Disponible, 2, En buen estado, 200 m², 5
265000.0,"Chalet pareado en venta en Calle de la Noria, cerca de Calle de la Ronda","Calle de la Noria, cerca de Calle de la Ronda. Camarma de Esteruelas",40.5464729,-3.3739667, 4512697-SOLARIUM,  En trámite, 3, En buen estado, 159 m², 3
460000.0,Chalet pareado en venta en Travesía de las Villas,Travesía de las Villas. Camarma de Esteruelas,40.551623,-3.3780867, 4519804-TA00198,  Disponible, 4, En buen estado, 297 m², 3
3800000.0,Chalet pareado en venta en Nueva España,"Castilla, Chamartín (Madrid Capital)",40.4701368,-3.681151, GM5-174241,  En trámite, 5,, 443 m², 7
375000.0,Chalet pareado en venta en Centro-Parque de La Manguilla,Centro-Parque de La Manguilla (El Escorial),40.5836907,-4.1242812, 992673-668243,  En trámite, 4, En buen estado, 190 m², 4
420000.0,Chalet pareado en venta en Centro-Parque de La Manguilla,Centro-Parque de La Manguilla (El Escorial),40.5824613,-4.123235, 992673-668273,  En trámite, 3, A reformar, 230 m², 4
270000.0,Chalet pareado en venta en Carretera de los Molinos,Carretera de los Molinos. Cercedilla,40.7339011112538,-4.06734466552734, 4993204-13392691,  En trámite, 1, A reformar, 560 m², 5
3250000.0,Chalet pareado en venta en Calle de Irati,"Calle de Irati. El Viso, Chamartín (Madrid Capital)",40.4484857,-3.6819584, 996542-2536-JG,  En trámite, 5, A reformar, 285 m², 7
1490000.0,Chalet pareado en venta en Chamartin,"Hispanoamérica, Chamartín (Madrid Capital)",40.4563585,-3.668169, 1492-425676,  En trámite, 2, A reformar, 185 m², 5
1490000.0,Chalet pareado en venta en Calle Undécima,"Calle Undécima. Hispanoamérica, Chamartín (Madrid Capital)",40.4566373,-3.6682681, 996542-2326-MC,  En trámite, 2, A reformar, 185 m², 4
1100000.0,Chalet pareado en venta en Peñagrande,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.457799162,-3.713064523, GM23-178753,  En trámite, 5,, 365 m², 4
1980000.0,Chalet pareado en venta en Puerta de Hierro,"Ciudad Universitaria, Moncloa-Aravaca (Madrid Capital)",40.4722777,-3.7350202, GM23-137074,  En trámite, 5,, 675 m², 6
337000.0,Chalet pareado en venta en Collado Mediano,Collado Mediano,40.6945960898829,-4.02473095059353, 2126-005117,  En trámite, 3, En buen estado, 240 m², 4
360000.0,"Chalet pareado en venta en Calle de Goya, 10","Calle de Goya, 10. Collado Mediano",40.6940585452338,-4.03116110926157, 20344612,  En trámite, 3, En buen estado, 205 m², 5
499000.0,Chalet pareado en venta en El Boalo,El Boalo (El Boalo-Cerceda-Mataelpino),40.7114067,-3.9166082, 2126-004704,  En trámite, 3, En buen estado, 241 m², 6
340000.0,Chalet pareado en venta en Moralzarzal,El Boalo (El Boalo-Cerceda-Mataelpino),40.6958902,-3.9333755, GM13-173209,  En trámite, 1,, 233 m², 7
339000.0,Chalet pareado en venta en El Boalo,El Boalo (El Boalo-Cerceda-Mataelpino),40.7101504,-3.9173395, GM13-185661,  En trámite, 3,, 224 m², 4
495000.0,Chalet pareado en venta en El Boalo,El Boalo (El Boalo-Cerceda-Mataelpino),40.7101504,-3.9173395, GM13-187386,  En trámite, 4,, 240 m², 5
335000.0,Chalet pareado en venta en El Molar,El Molar,40.7327144,-3.5867645, 1976-6621,  Disponible, 3, En buen estado, 207 m², 4
399000.0,Chalet pareado en venta en Avenida de Madrid,Avenida de Madrid. El Molar,40.735379743,-3.585908309, 1976-6657,  En trámite, 2, En buen estado, 299 m², 3
445000.0,"Chalet pareado en venta en Calle de la Hacilla, 10","Calle de la Hacilla, 10. El Vellón",40.76718,-3.5839097, 20384384,  Disponible, 3, En buen estado, 195 m², 4
2800000.0,Chalet pareado en venta en Mirasierra,"Valverde, Fuencarral-El Pardo (Madrid Capital)",40.4928145,-3.689282408, GM14-181101,  En trámite, 7,, 550 m², 6
1350000.0,Chalet pareado en venta en Mirasierra,"Valverde, Fuencarral-El Pardo (Madrid Capital)",40.4995437,-3.6899882, GM23-178089,  En trámite, 4,, 305 m², 5
1435000.0,Chalet pareado en venta en Peñagrande,"Fuentelarreina, Fuencarral-El Pardo (Madrid Capital)",40.475978,-3.738166, GM23-176092,  En trámite, 6,, 388 m², 6
975000.0,Chalet pareado en venta en Peñagrande,"Fuentelarreina, Fuencarral-El Pardo (Madrid Capital)",40.474301,-3.7315945, GM23-142511,  En trámite, 4,, 484 m², 7
435000.0,Chalet pareado en venta en Centro,Centro (Galapagar),40.5779046,-4.0088468, 992673-668271,  En trámite, 4, En buen estado, 284 m², 4
549000.0,Chalet pareado en venta en Getafe Norte,Sector III (Getafe),40.3001158,-3.7483565, GM7-189042,  En trámite, 4,, 250 m², 6
450000.0,Chalet pareado en venta en Guadarrama,Guadarrama,40.677308942,-4.091960866, 2126-005269,  En trámite, 3, En buen estado, 340 m², 4
930000.0,Chalet pareado en venta en Pinar del Rey,"Canillas, Hortaleza (Madrid Capital)",40.4574457,-3.6450259, GM26-179044,  En trámite, 3,, 250 m², 5
2150000.0,Chalet pareado en venta en Conde Orgaz,"Canillas, Hortaleza (Madrid Capital)",40.4632665,-3.648001, GM24-181493,  En trámite, 4,, 540 m², 5
2500000.0,"Chalet pareado en venta en Calle de Zacarías Homs, 5","Calle de Zacarías Homs, 5. Canillas, Hortaleza (Madrid Capital)",40.461964,-3.6563048, 20418744,  Exento, 6, A estrenar, 450 m², 5
495000.0,Chalet pareado en venta en Las Cebadillas-Zaburdón-Monte Escorial,Las Cebadillas-Zaburdón-Monte Escorial (San Lorenzo de El Escorial),40.6033203,-4.1343411, 2126-004978,  En trámite, 3, En buen estado, 225 m², 3
690000.0,Chalet pareado en venta en Coslada,Las Conejeras-El Esparragal (Coslada),40.424238,-3.5528058, GM24-170676,  En trámite, 4,, 509 m², 6
275000.0,"Chalet pareado en venta en Calle Camino del Estanquillo, 13","Calle Camino del Estanquillo, 13. La Aguijeda (Valdemorillo)",40.504204,-4.0660625, 20124712,  Disponible, 2, Reformado, 136 m², 3
1545000.0,Chalet pareado en venta en El Encinar de los Reyes,La Moraleja,40.5239911,-3.6268016, GM6-184099,  En trámite, 4,, 216 m², 5
1680000.0,Chalet pareado en venta en El Encinar de los Reyes,La Moraleja,40.5226316,-3.628693, GM6-190221,  En trámite, 5,, 250 m², 5
1450000.0,Chalet pareado en venta en Cercano A L Colegio,Encinar de los Reyes (La Moraleja),40.5056082,-3.6377405, 1794-001185_V,  En trámite, 3, En buen estado, 320 m², 4
2250000.0,Chalet pareado en venta en Encinar de los Reyes,Encinar de los Reyes (La Moraleja),40.5065252,-3.6336578, 1794-2102688,  En trámite, 6, En buen estado, 460 m², 5
375000.0,Chalet pareado en venta en Loeches,Loeches,40.39363,-3.4135544, 992114-L6269,  En trámite, 4, En buen estado, 200 m², 4
450000.0,Chalet pareado en venta en Los Peñascales,Los Peñascales (Torrelodones),40.5803141,-3.8936651, 992673-668109,  En trámite, 2, En buen estado, 246 m², 3
267500.0,"Chalet pareado en venta en Calle Magdalena, 9","Calle Magdalena, 9. Los Santos de la Humosa",40.50247,-3.2516317, 20365856,  Disponible, 2, En buen estado, 165 m², 4
659900.0,Chalet pareado en venta en Calle de Federico García Lorca,Calle de Federico García Lorca. Casco Antiguo (Majadahonda),40.4715659,-3.8808117, 4525652-659K,  Disponible, 3, En buen estado, 202 m², 4
1299000.0,Chalet pareado en venta en Calle Acuario,Calle Acuario. Zona Norte (Majadahonda),40.457400133,-3.910019035, 996542-3546-AM,  Disponible, 6, A estrenar, 363 m², 4
310000.0,Chalet pareado en venta en Manzanares El Real,Manzanares el Real,40.7348556,-3.8642065, GM13-173683,  En trámite, 2,, 210 m², 3
420000.0,Chalet pareado en venta en Meco,Meco,40.5487038,-3.3356459, 518961-16112-HEN,  En trámite, 2, En buen estado, 300 m², 4
355000.0,Chalet pareado en venta en Mejorada del Campo,Mejorada del Campo,40.4005996,-3.4760703, 4992114-M6332,  En trámite, 3, En buen estado, 130 m², 3
1649000.0,Chalet pareado en venta en Aravaca,"Aravaca, Moncloa-Aravaca (Madrid Capital)",40.4545133,-3.7924477, 992673-668131,  En trámite, 4, Reformado, 534 m², 5
950000.0,Chalet pareado en venta en El Plantío,"Aravaca, Moncloa-Aravaca (Madrid Capital)",40.4640667,-3.7825695, GM8-174920,  En trámite, 4,, 430 m², 6
1980000.0,"Chalet pareado en venta en Paseo de la Rinconada, 49","Paseo de la Rinconada, 49. Aravaca, Moncloa-Aravaca (Madrid Capital)",40.4559238,-3.7624807, 18011879,  En trámite,, En buen estado, 389 m², 5
1075000.0,Chalet pareado en venta en Monterrozas-El Cantizal,Monte Rozas-La Chopera (Las Rozas de Madrid),40.509387984,-3.908775803, GM32-173802,  En trámite, 4,, 330 m², 6
455000.0,Chalet pareado en venta en Centrico,Moraleja de Enmedio,40.263755556,-3.858775125, 3053-010009,  En trámite, 4, En buen estado, 160 m², 4
1100000.0,Chalet pareado en venta en Hispanoamérica,"Nueva España, Chamartín (Madrid Capital)",40.4544326,-3.6777976, GM5-184077,  En trámite, 3,, 170 m², 4
,,,,,,,,,,
3700000.0,Chalet pareado en venta en Nueva España,"Nueva España, Chamartín (Madrid Capital)",40.462186588,-3.685171555, GM5-173920,  En trámite, 6,, 527 m², 7
